_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Stakeholder,Category,Labels,norm,topic,source,Insert Datetime
685d9f3957f9330c86277bd6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and research funding.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bd7,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and research funding.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bd8,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and funding research projects.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bd9,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and funding research projects.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bda,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and funding research projects.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bdb,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,"The Department of Agriculture, Food and the Marine is actively involved in implementing and funding climate-related agriculture and food systems research initiatives.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bdc,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,"The Department of Agriculture, Food and the Marine is actively involved in implementing and funding climate-related agriculture and food systems research initiatives.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bdd,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,"The Department of Agriculture, Food and the Marine is actively involved in implementing and funding climate-related agriculture and food systems research initiatives.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bde,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and research funding.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bdf,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and research funding.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,"The Department of Agriculture, Food and the Marine is actively involved in implementing climate-related agricultural initiatives and research funding.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in promoting climate-smart agriculture and food systems innovation through the AIM4C initiative.,Agricultural Innovation Mission for Climate,Research and Regulatory,Research and Regulatory 006,researchandregulatory006,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in promoting climate-smart agriculture and food systems innovation through the AIM4C initiative.,Agricultural Innovation Mission for Climate,Research and Regulatory,Research and Regulatory 006,researchandregulatory006,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be3,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in promoting climate-smart agriculture and food systems innovation through the AIM4C initiative.,Agricultural Innovation Mission for Climate,Research and Regulatory,Research and Regulatory 006,researchandregulatory006,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be4,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,United States Agency for International Development,International organisation,International organisation 023,internationalorganisation023,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be5,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,United States Agency for International Development,International organisation,International organisation 023,internationalorganisation023,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,United States Agency for International Development,International organisation,International organisation 023,internationalorganisation023,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be7,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved as a partner in the Agricultural Innovation Mission for Climate (AIM4C) initiative.,United Arab Emirates,International organisation,International organisation 018,internationalorganisation018,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be8,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved as a partner in the Agricultural Innovation Mission for Climate (AIM4C) initiative.,United Arab Emirates,International organisation,International organisation 018,internationalorganisation018,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277be9,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved as a partner in the Agricultural Innovation Mission for Climate (AIM4C) initiative.,United Arab Emirates,International organisation,International organisation 018,internationalorganisation018,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bea,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate resilience initiatives.,Sustainable Food Systems Ireland,Research and Regulatory,Research and Regulatory 085,researchandregulatory085,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277beb,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate resilience initiatives.,Sustainable Food Systems Ireland,Research and Regulatory,Research and Regulatory 085,researchandregulatory085,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bec,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate resilience initiatives.,Sustainable Food Systems Ireland,Research and Regulatory,Research and Regulatory 085,researchandregulatory085,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bed,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Ireland – New Zealand Joint Research Initiative,Research and Regulatory,Research and Regulatory 049,researchandregulatory049,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bee,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Ireland – New Zealand Joint Research Initiative,Research and Regulatory,Research and Regulatory 049,researchandregulatory049,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bef,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Ireland – New Zealand Joint Research Initiative,Research and Regulatory,Research and Regulatory 049,researchandregulatory049,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
685d9f3957f9330c86277bf0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,New Zealand’s Ministry for Primary Industries,International organisation,International organisation 016,internationalorganisation016,carbon,Food Vision Report,2025-06-26T20:27:53.963Z
