Speaker,Topic Thoughts,Sentiment,Labels,Category
Professor Alan Barrett,"The speaker believes carbon taxes are important for environmental purposes and should not be restricted to specific spending, allowing for flexibility in revenue use.",Support,"Director, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Dr. John Curtis,The speaker expresses concern that purchasing emissions allowances may result in financial loss without productive investment.,Oppose,"Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Deputy Paul Murphy,There can be economic growth without increased greenhouse gas emissions.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Paul Murphy,There can be economic growth without an increase in carbon emissions.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Dr. Kelly de Bruin,The speaker acknowledges a link between economic growth and emissions but believes mitigation efforts can help decouple them.,Support,"Senior Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Dr. Kelly de Bruin,"The speaker believes that emissions are linked to economic growth, but can be mitigated through smart investments.",Support,"Senior Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Professor Alan Barrett,"The speaker indicates that economic growth is linked to an increase in greenhouse gas emissions, and significant delivery on mitigation measures is necessary for projections.",Neutral,"Director, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Deputy Paul Murphy,The speaker believes that focusing solely on carbon tax is inadequate and that more serious regulatory actions are needed to address emissions.,Oppose,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Paul Murphy,The speaker believes that addressing carbon emissions requires regulation and public ownership rather than relying solely on carbon taxes.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Dr. Kelly de Bruin,The speaker supports a higher carbon tax to reflect the true environmental costs of carbon emissions.,Support,"Senior Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Deputy Paul Murphy,The speaker believes that the current carbon tax is regressive and suggests considering a fee and dividend model to mitigate its impact on low-income individuals.,Oppose,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Paul Murphy,The speaker expresses skepticism about the government's use of increased carbon tax revenue for climate change initiatives.,Oppose,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Paul Murphy,"The speaker expresses skepticism about the government's use of increased carbon tax revenue for climate change initiatives, indicating a lack of public trust.",Oppose,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Paul Murphy,The speaker expresses skepticism about the government's handling of carbon tax revenue and its commitment to climate change initiatives.,Oppose,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Eamon Ryan,"The speaker believes that achieving carbon neutrality requires significant system change beyond marginal adjustments, particularly in agriculture and land use.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker believes that achieving carbon neutrality requires significant system change beyond marginal adjustments, particularly in agriculture and land use.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,"The speaker believes that achieving carbon neutrality requires significant system change beyond marginal adjustments, particularly in agriculture.",Neutral,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker believes that achieving carbon neutrality requires significant system change beyond marginal adjustments, particularly in agriculture.",Neutral,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,"The speaker believes that achieving carbon neutrality requires significant systemic change beyond marginal adjustments, particularly in agriculture and land use.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker believes that achieving carbon neutrality requires significant systemic change beyond marginal adjustments, particularly in agriculture and land use.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Professor Alan Barrett,The speaker believes that the current carbon tax is inadequate to meet necessary goals and emphasizes the need for a broader set of policy interventions.,Oppose,"Director, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Deputy Eamon Ryan,The speaker believes that the current national development plan is failing to effectively address carbon reduction and suggests the need for a reevaluation of this plan.,Oppose,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker believes that the current national development plan is failing to effectively address carbon reduction and suggests the need for a reevaluation of this plan.,Oppose,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Professor Alan Barrett,"The speaker expresses concern about the low valuation of carbon in cost-benefit analyses, suggesting it devalues environmental benefits.",Oppose,"Director, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Dr. John Curtis,"The speaker expresses concern that unprofitable agricultural enterprises, which contribute significantly to greenhouse gas emissions, need to diversify their business models.",Neutral,"Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Dr. Kelly de Bruin,The speaker supports a carbon tax that influences consumer choices based on the carbon content of goods.,Support,"Senior Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Professor Alan Barrett,"The speaker emphasizes the need for a framework to evaluate the impact of carbon-related policies and investments, highlighting the importance of quantification in assessing their effects.",Neutral,"Director, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Senator Michelle Mulherin,The speaker expresses concern about the impact of carbon taxes on financially strained individuals and advocates for technological solutions for sustainable lifestyles.,Oppose,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Michelle Mulherin,The speaker expresses concern about the impact of carbon taxes on financially strained individuals and advocates for technological solutions for sustainable lifestyles.,Neutral,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Ian Marshall,Agriculture can positively contribute to carbon sequestration through efficient pastureland management.,Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Ian Marshall,Agriculture can positively contribute to carbon sequestration through effective pastureland management.,Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Dr. John Curtis,The speaker acknowledges the importance of carbon sequestration but does not express a strong position on it.,Neutral,"Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Dr. John Curtis,The speaker acknowledges the importance of reducing emissions from agriculture but does not support subsidies for actions already being taken by farmers.,Oppose,"Research Officer, Economic and Social Research Institute (ESRI), Research and Regulatory",Research and Regulatory
Mr. Robert Watt,The speaker emphasizes the need for detailed research and analysis to effectively reduce emissions through policy changes and initiatives.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,"The speaker believes that increasing the price on carbon emissions can discourage investment and lead to higher emissions, but it also creates incentives for projects that promote abatement.",Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,"The speaker believes that increasing the price per tonne of carbon will discourage investment and potentially increase emissions, but it will also incentivize projects that lead to abatement.",Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,"The speaker believes that increasing the price of carbon will discourage investment and potentially increase emissions, but it also provides incentives for projects that lead to abatement.",Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Senator Tim Lombard,The speaker emphasizes the need for a proactive approach to carbon pricing and expresses concern about balancing economic needs with the transition to a low-carbon economy.,Neutral,"Senator, Fine Gael, Cork",Political Party
Mr. Derek Moran,The speaker supports the use of carbon taxes as a means to reduce emissions and generate revenue for mitigating fuel poverty issues.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. Derek Moran,The speaker supports the use of carbon taxes as a means to reduce emissions and generate revenue for addressing fuel poverty and decarbonisation goals.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. John McCarthy,The speaker supports a carbon tax pathway as a means to create certainty for economic agents and promote investment in low-carbon alternatives.,Support,"Deputy President, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. John McCarthy,The speaker supports the implementation of a carbon tax to create certainty for economic agents and promote investment in low-carbon alternatives.,Support,"Deputy President, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Robert Watt,The speaker supports a regulatory approach that reflects the true cost of carbon and emphasizes long-term efficiency in emissions reduction.,Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,The speaker acknowledges the importance of considering future energy costs and the price of carbon when evaluating the lowest costs related to emissions.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,The speaker acknowledges the importance of considering future energy costs and the price of carbon in evaluating the lowest costs of projects.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Deputy Timmy Dooley,The speaker expresses concern about the need for certainty in carbon-related policies to encourage investment in electric vehicles.,Support,"Deputy (TD), Fianna Fáil, Clare",Political Party
Mr. Robert Watt,The speaker believes that the price of carbon will significantly increase in the future due to tighter obligations across Europe.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,"The speaker believes that options for carbon abatement should be pursued if their costs are below €30, as they are more cost-effective than compliance.",Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,The speaker believes that pursuing carbon abatement options with a cost below €30 is essential for effective decision-making.,Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,The speaker acknowledges the challenge of managing the transition to a different carbon climate and emphasizes the need for society to mitigate its economic impact on affected regions.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Derek Moran,The speaker supports a balanced approach of incentives and disincentives to manage carbon emissions effectively.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. Robert Watt,The speaker highlights that the higher emissions in their country are due to structural differences rather than a lack of action compared to other countries.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Senator Grace ’Sullivan,The speaker advocates for a carbon tax that benefits low-income households and emphasizes the need for a higher carbon price.,Support,"Senator, Green Party, Waterford",Political Party
Senator Grace ’Sullivan,The speaker advocates for a carbon tax that benefits low-income households through mechanisms like cap and share.,Support,"Senator, Green Party, Waterford",Political Party
Senator Grace ’Sullivan,The speaker advocates for a carbon tax that benefits low-income households and suggests a cap and share approach to revenue distribution.,Support,"Senator, Green Party, Waterford",Political Party
Mr. Derek Moran,The speaker believes in the importance of a multi-annual plan for carbon taxation and its impacts on low-income families.,Support,"Secretary General, Department of Finance",Department of Finance
Deputy Pat Deering,The speaker questions the accuracy of the 22% increase in livestock numbers and suggests that the increase in the dairy sector is offset by a decrease in the beef sector.,Neutral,"Deputy (TD), Former Chair of the Joint Oireachtas Committee on Agriculture, Food and the Marine, Fine Gael, Carlow",Political Party
Deputy Pat Deering,The speaker supports the idea of analyzing the implications of a carbon tax on the agricultural sector.,Support,"Deputy (TD), Former Chair of the Joint Oireachtas Committee on Agriculture, Food and the Marine, Fine Gael, Carlow",Political Party
Mr. John McCarthy,"The speaker acknowledges that the impact of a carbon tax is minor at an aggregate level but recognizes the need for further analysis, particularly regarding the agriculture sector.",Neutral,"Deputy President, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Robert Watt,"The speaker suggests that before considering taxing agricultural emissions, one should evaluate existing subsidies that contribute to greenhouse gas emissions in agriculture.",Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Derek Moran,"The speaker supports the idea of recycling carbon tax revenues to mitigate distributional issues, indicating a balanced approach to incentivizing behavior change regarding carbon emissions.",Support,"Secretary General, Department of Finance",Department of Finance
Mr. Derek Moran,The speaker supports the idea of recycling carbon tax revenues to mitigate distributional issues and acknowledges the need for a balance between incentives and regulations.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. Derek Moran,The speaker supports the idea of recycling carbon tax revenues to mitigate distributional issues and emphasizes the need for a balance between incentives and regulations.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. Derek Moran,The speaker supports the implementation of a carbon tax as a measure for decarbonisation and acknowledges its potential impact on emissions reduction over time.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. Derek Moran,"The speaker supports a carbon tax as a measure for decarbonisation, acknowledging its potential to significantly reduce emissions over time.",Support,"Secretary General, Department of Finance",Department of Finance
Mr. Derek Moran,"The speaker acknowledges the urgency of addressing carbon emissions and supports a carbon tax as a measure for decarbonisation, emphasizing the importance of a multi-annual trajectory for effective impact.",Support,"Secretary General, Department of Finance",Department of Finance
Deputy Bríd Smith,The speaker believes there is a lack of joined-up thinking in government regarding carbon emissions related to agriculture.,Oppose,"Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament), People Before Profit Alliance, Political Party",Political Party
Mr. Robert Watt,The speaker acknowledges the seriousness of the carbon challenge and emphasizes the need for political leadership in addressing it.,Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,"The speaker is skeptical about the importance of a carbon budget, emphasizing that effective policies and implementation are more crucial.",Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Deputy Sean Sherlock,"The speaker believes that surpassing the 5% reduction target in emissions is a positive step, but emphasizes the need for assistance in producing an effective report for government mapping.",Support,"Deputy (TD), Labour Party, Cork",Political Party
Mr. Robert Watt,The speaker acknowledges that agriculture is responsible for 40% of emissions and suggests it should reduce emissions accordingly.,Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,"The speaker supports the idea of agriculture reducing emissions by 400,000 units as part of a broader emissions reduction strategy.",Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Derek Moran,The speaker supports the development of a pathway to reduce emissions through carbon tax increases.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. Derek Moran,The speaker supports the development of a pathway for carbon neutrality and acknowledges the potential benefits of carbon tax increases in reducing emissions.,Support,"Secretary General, Department of Finance",Department of Finance
Mr. Robert Watt,The speaker believes that significant reductions in emissions will lead to a higher price in the ETS due to the pursuit of cheaper abatement options.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,The speaker believes that significant reductions in emissions will lead to a higher price for emissions trading allowances.,Neutral,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. John McCarthy,"The speaker supports increasing carbon taxes as a means to reduce labor taxes, viewing it as beneficial for labor supply and economic growth.",Support,"Deputy President, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. John McCarthy,"The speaker supports increasing carbon tax as a means to reduce labor tax, viewing it as beneficial for labor supply and economic growth.",Support,"Deputy President, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Deputy Martin Heydon,The speaker emphasizes the importance of factoring carbon impact into public expenditure and suggests the need for a cross-departmental spending program on climate action.,Support,"Deputy (TD), Minister of State for Research & Development, Farm Safety, and New Market Development, Fine Gael, Department of Agriculture, Food and the Marine",Political Party
Deputy Martin Heydon,The speaker emphasizes the importance of factoring carbon impact into public expenditure and suggests a cross-departmental spending program on climate action.,Support,"Deputy (TD), Minister of State for Research & Development, Farm Safety, and New Market Development, Fine Gael, Department of Agriculture, Food and the Marine",Political Party
Mr. Robert Watt,The speaker supports setting a higher shadow price for carbon to incentivize abatement projects and discourage higher emissions.,Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Deputy Eamon Ryan,The speaker advocates for tripling the level of ambition and investment in climate action to achieve carbon neutrality.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker advocates for tripling the level of ambition and investment in climate action to achieve carbon neutrality.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Mr. Robert Watt,The speaker supports assessing cost-effective options for emissions abatement and emphasizes the importance of analytical capacity in making impactful decisions.,Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Mr. Robert Watt,The speaker supports assessing options for emissions abatement based on cost-effectiveness and practical impact.,Support,"Secretary General, Department of Public Expenditure and Reform",Department of Public Expenditure and Reform
Deputy Eamon Ryan,The speaker acknowledges a significant gap in carbon emissions reduction that needs to be addressed within the next decade.,Neutral,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker acknowledges a significant gap in carbon emissions reduction that needs to be addressed within the next decade.,Neutral,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,The speaker emphasizes the need for collaboration and detailed options regarding carbon abatement from various departments.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker emphasizes the need for collaboration and detailed options regarding carbon abatement from various departments.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,"The speaker supports the introduction of a cap and dividend scheme on carbon tax revenue, emphasizing the need for analysis on its implications and logistics.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker supports the introduction of a cap and dividend scheme on carbon tax revenue, emphasizing the need for analysis on its implications and logistics.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,Decarbonisation is viewed as an economic opportunity that must be embraced.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,Decarbonisation is viewed as an economic opportunity that must be embraced.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,Decarbonisation is viewed as an economic opportunity that should be embraced.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,Decarbonisation is viewed as an economic opportunity that should be embraced.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Mr. Derek Moran,The speaker acknowledges the urgency of achieving carbon neutrality and emphasizes the need to progress beyond current measures.,Support,"Secretary General, Department of Finance",Department of Finance
Senator Michelle Mulherin,The speaker emphasizes the need to understand the costs and benefits of reducing carbon emissions while ensuring economic viability.,Neutral,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Mr. Derek Moran,The speaker believes that economic growth must be moderated to reduce emissions and promote environmental sustainability.,Support,"Secretary General, Department of Finance",Department of Finance
Deputy Thomas Pringle,The speaker expresses concern about the government's commitment to climate action and questions the effectiveness of current efforts.,Oppose,"Deputy (TD), Independent, Donegal",Political Party
Deputy Thomas Pringle,The speaker expresses concern about the government's commitment to climate action and the perceived lack of seriousness from various departments.,Oppose,"Deputy (TD), Independent, Donegal",Political Party
Deputy Richard Bruton,"The speaker suggests that reducing carbon emissions by 9 million tonnes is a step towards carbon neutrality, but acknowledges that it is not sufficient to achieve it.",Neutral,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,"The speaker suggests that achieving carbon neutrality involves reducing emissions by 9 million tonnes from a total of 20 million tonnes, indicating that this alone is insufficient for complete neutrality.",Neutral,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Timmy Dooley,The speaker emphasizes the need for a clear trajectory for carbon reduction and the importance of upfront discussions about its economic implications.,Support,"Deputy (TD), Fianna Fáil, Clare",Political Party
Deputy Timmy Dooley,The speaker emphasizes the need for a clear trajectory for carbon reduction and acknowledges the importance of upfront discussions about its economic implications.,Support,"Deputy (TD), Fianna Fáil, Clare",Political Party
Deputy Timmy Dooley,The speaker emphasizes the need for clear carbon reduction targets and accountability in their implementation.,Support,"Deputy (TD), Fianna Fáil, Clare",Political Party
Deputy Richard Bruton,The speaker emphasizes the need for effective carbon use and minimization policies while acknowledging the challenges of setting uniform targets across sectors.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker emphasizes the need for effective use of carbon and the importance of minimizing its impact through appropriate policies.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Senator Michelle Mulherin,The speaker advocates for recognizing agriculture's carbon efficiency and argues against unfair treatment in carbon neutrality assessments.,Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Michelle Mulherin,The speaker expresses concern that agriculture is not given credit for its carbon efficiency and calls for a tailored approach to recognize farmers' efforts.,Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Michelle Mulherin,The speaker advocates for recognizing agriculture's carbon efficiency and the need for tailored approaches to support farmers in achieving carbon neutrality.,Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Michelle Mulherin,"The speaker believes that the current compliance regime fails to recognize the carbon efficiency of local producers compared to imported beef, which undermines efforts to reduce carbon emissions.",Oppose,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Michelle Mulherin,"The speaker believes that the current compliance regime fails to recognize the carbon efficiency of local producers compared to imported beef, indicating a flaw in efforts to reduce carbon emissions.",Oppose,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Deputy Richard Bruton,The speaker supports implementing a carbon tax as a necessary measure for reducing carbon intensity and acknowledges its impact on final users.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker supports a fair marking system for proposals based on their impact on carbon emissions and community benefit.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker supports a fair marking system for proposals based on their impact on carbon emissions and community benefits.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Sean Sherlock,The speaker supports the use of carbon budgeting as a tool for achieving decarbonisation.,Support,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Sean Sherlock,The speaker supports using carbon funds and green funds to finance sustainable models like the Tipperary Energy Agency's approach.,Support,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Richard Bruton,The speaker believes that every State agency should have a carbon mandate and responsibility in procurement to influence policy effectively.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Eamon Ryan,The speaker supports the carbon tax as a necessary system change that could benefit citizens.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker supports the carbon tax as a necessary system change that could benefit citizens.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Richard Bruton,The speaker emphasizes the need for ambitious yet realistic carbon targets and a clear plan to achieve them.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker supports a carbon tax as a means to change behavior regarding carbon emissions and believes it is essential for addressing environmental damage.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Bríd Smith,The speaker acknowledges the need for a carbon tax but criticizes the lack of alternatives provided to the public.,Oppose,"Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament), People Before Profit Alliance, Political Party",Political Party
Deputy Richard Bruton,The speaker emphasizes the importance of investing in better energy systems and acknowledges the role of carbon pricing in encouraging public transport use.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
